ID;income;age;gender;education_level
69203;45769.074826524055;37;M;2.0
10376;45769.05561691889;18;M;3.0
87234;45768.85542361243;18;M;3.0
52236;45768.7710302547;40;M;1.0
53945;45768.64357191109;42;F;0.0
2020;45768.27683326219;39;F;2.0
93389;45768.26056462741;44;M;2.0
96078;45768.177728688635;41;F;2.0
27923;45767.7408018365;31;M;2.0
53733;45767.600970217776;39;M;2.0
46658;45767.218950256574;36;M;2.0
78905;45767.138194928615;38;F;1.0
81672;45767.02356216704;43;F;2.0
13198;45767.015321088125;25;F;2.0
89559;45766.626647368386;34;F;1.0
4291;45766.33377853604;29;F;1.0
32429;45765.85461889534;37;M;2.0
62759;45765.45234000678;25;M;2.0
58140;45765.317262151526;38;M;1.0
55806;45764.74566138591;31;M;1.0
15558;45764.03438446215;37;F;1.0
16992;45763.7486576979;34;M;1.0
77723;45763.673010187405;41;M;2.0
47833;45763.16233983023;38;F;1.0
11388;45762.86966098561;27;F;2.0
13160;45761.03550334155;25;M;3.0
86482;45760.99938577297;40;F;0.0
21176;45760.76093895888;43;M;3.0
94513;45759.70157933084;31;M;2.0
42412;45758.73154670012;25;M;1.0
2470;45758.703684628985;18;F;1.0
67444;45757.28661129792;44;M;2.0
84403;45757.04951246057;31;F;2.0
64422;45756.73930820864;29;M;0.0
98644;45756.71887806199;38;M;1.0
28411;45756.585611518676;28;M;2.0
40453;45756.41170311537;41;M;2.0
91736;45756.32830399258;26;F;3.0
93126;45756.19359776605;36;F;2.0
49291;45755.90229500466;34;M;2.0
86327;45754.74262082421;20;F;2.0
6341;45754.73068841992;19;F;1.0
12275;45754.6602237288;32;M;2.0
91842;45754.36346603862;33;F;2.0
72549;45754.157486507305;31;M;2.0
63633;45753.87778861704;37;M;2.0
73954;45753.09098708325;44;M;2.0
13539;71649.08265369385;48;F;3.0
88642;45752.40923708224;43;M;2.0
76542;45752.24580836922;35;F;2.0
56350;45752.137597560264;35;F;2.0
30863;45752.12666639814;30;M;1.0
56533;45752.110456698116;31;M;2.0
1650;45751.81052818949;28;M;1.0
23369;45751.46844504105;20;M;1.0
38915;45751.36509665228;27;F;3.0
85704;45751.18020930243;30;F;3.0
22233;45751.1607255876;29;F;2.0
26951;45750.81941816829;43;F;2.0
61145;45750.807526387274;21;F;1.0
60446;45748.6684413582;20;F;1.0
49467;45748.53160346524;39;M;1.0
18714;45747.86987920048;36;M;1.0
56682;45747.81790908303;18;M;3.0
2706;45747.60029990237;25;F;2.0
58667;45747.4857650595;40;M;1.0
40971;45747.342296341565;38;F;2.0
3312;45746.172293859876;29;M;0.0
88060;45745.97530087493;21;M;1.0
35800;45745.74711638738;22;F;1.0
94573;45745.42043558036;32;F;1.0
23411;45745.1219288102;19;F;2.0
32209;45744.87591195708;20;M;1.0
57490;45744.348950083164;44;M;1.0
10664;45744.2220014331;29;M;1.0
63474;45743.9992865288;42;F;1.0
18333;45743.75688733631;37;F;1.0
9030;45743.1005102534;37;F;1.0
81144;45742.96917443609;31;F;1.0
75303;45742.67020274407;39;M;1.0
89673;45742.374058165165;30;M;3.0
41095;45742.27757964656;38;M;2.0
53668;45742.048601970215;25;F;1.0
23098;45741.91601379891;41;M;2.0
35437;45741.881615619764;42;F;1.0
47875;45741.65885817127;36;M;1.0
87021;45741.07234049378;33;M;2.0
27497;45740.71891071304;40;M;1.0
4019;45740.696767081274;42;F;2.0
6266;45739.974384192465;39;M;1.0
55389;45739.7557077096;19;M;0.0
86871;45739.61168552846;37;M;2.0
39823;45739.11697457913;39;F;2.0
56833;45739.02942679446;30;F;2.0
86391;45738.84211883627;42;F;2.0
56726;45738.60821866631;31;M;1.0
40982;45738.306550207046;44;M;2.0
70081;45738.17727938325;24;F;2.0
26494;45737.88639711261;27;F;2.0
36190;45736.901909231085;33;M;2.0
30988;45736.795201130924;37;F;2.0
55335;45736.788804338204;39;F;2.0
27395;45736.65314053376;41;M;3.0
41549;45736.596949810126;26;F;2.0
44350;45736.578242862226;29;M;3.0
59538;45736.45574580849;30;M;2.0
14038;45736.364977027;39;M;0.0
4778;45736.16475692165;40;F;2.0
97034;45735.73095516927;33;F;2.0
10214;45735.69252193649;25;M;1.0
39671;45735.50533458665;39;M;2.0
73504;45735.34115688309;39;F;2.0
43480;45735.11993744816;39;M;2.0
14233;45734.76951496975;28;M;3.0
85633;45734.61780811912;28;F;2.0
87580;45734.511550805604;32;M;2.0
31562;45734.35587014401;37;F;3.0
73286;45733.994463692805;24;F;2.0
15778;45733.905277980484;37;M;1.0
68176;45733.49523466364;23;M;2.0
92210;45732.92007026644;27;M;1.0
28449;45732.46126640058;44;M;1.0
91253;45732.44538346955;43;M;3.0
90200;45732.34055836024;19;M;2.0
85497;45731.81759217133;37;F;3.0
30865;45731.816467370045;40;M;2.0
6959;45731.66525922658;26;F;1.0
44967;45731.435117253655;20;M;3.0
58394;45731.28659861388;40;F;1.0
4838;45730.91810598052;25;F;1.0
8469;45730.569602708056;32;F;2.0
18565;45729.39915186715;38;F;2.0
38893;45729.041473235244;43;M;2.0
65350;45728.74078731588;19;M;3.0
83685;45728.6036409698;38;M;2.0
61132;45728.53155943511;27;F;2.0
21337;45728.51400868541;25;M;3.0
31754;45728.300688150666;37;F;2.0
88211;45728.28189439783;34;M;3.0
9331;45727.888509572;25;M;3.0
84663;45727.74114148293;38;F;2.0
96882;45727.48302335396;18;F;3.0
15265;45727.457958248444;36;F;3.0
36416;45727.27836578494;36;M;1.0
27156;45727.19860828734;23;F;2.0
99889;45726.068100067816;25;M;2.0
37772;45725.89132008248;32;F;2.0
93295;45725.61695513387;32;F;1.0
9596;45724.72555833054;25;F;2.0
22354;45724.532662447265;26;M;3.0
63073;45724.17043996211;40;F;3.0
98547;45723.74133265356;39;M;2.0
20191;45723.43298938535;28;F;1.0
23956;45723.18534319524;44;M;2.0
19746;45722.2260830427;30;M;2.0
92165;45721.98513092161;30;F;1.0
10181;45721.67733481426;35;F;1.0
15423;45721.651471660356;34;M;0.0
83965;45721.59315941971;33;M;1.0
86398;45721.29544448955;36;F;3.0
98341;45720.869411760905;41;F;1.0
17407;45720.26937086314;24;F;2.0
57701;45719.92080549559;31;F;2.0
6845;45719.122708539035;43;F;1.0
93563;45718.975708769496;24;M;2.0
80463;45718.942232976086;36;M;0.0
73450;45718.631594817954;34;F;0.0
11478;45718.06873684269;30;M;1.0
40297;45718.05739671071;43;M;1.0
83503;45718.01798578621;26;M;2.0
29451;45718.01124709614;36;F;1.0
75483;45717.764685715105;41;F;2.0
47207;45717.453990126036;31;F;2.0
45181;45717.38981353429;22;M;2.0
43300;45717.35553471539;37;F;1.0
95631;45717.16968279584;25;F;3.0
25349;45716.47048564661;28;F;1.0
15368;45715.81649150901;41;M;2.0
2403;45715.684307592106;26;F;3.0
71617;45715.67460015143;25;M;2.0
33540;45714.78111682974;39;F;
39185;45714.692803024474;29;M;3.0
86922;45714.6695973284;32;M;3.0
76797;45714.62894150666;22;M;0.0
74022;45714.31025259505;30;M;3.0
7844;45713.52536090715;38;M;1.0
40160;45713.45624078058;34;F;1.0
12670;45712.22408061171;26;M;3.0
51123;45712.15672109146;29;M;1.0
6854;45711.86674479553;38;F;2.0
21407;45711.76618699924;37;F;
85426;45711.5733312838;29;F;
14253;45711.4739917985;37;M;1.0
18578;45711.07416664247;28;M;1.0
52870;45711.03296856655;27;M;2.0
42168;45710.95056370933;25;M;2.0
50055;45710.8670419702;38;M;1.0
30173;45710.63062495293;29;F;2.0
98409;45710.04872651474;28;F;1.0
62339;45709.63674530658;20;M;3.0
90111;45709.53625574343;36;M;1.0
65198;45709.31447193309;37;M;2.0
40679;45708.534858782055;41;F;2.0
29644;45708.39967196556;38;M;1.0
55392;45708.35971256118;30;M;2.0
79639;45707.319218122415;26;F;1.0
17746;45707.214800014415;25;M;3.0
88551;45707.086037361114;26;F;2.0
75219;45706.12282399865;37;M;1.0
73553;45706.023969763286;40;M;2.0
54202;45705.94006104188;37;F;1.0
77634;45705.65028398514;29;F;1.0
47411;45705.62293691626;39;F;1.0
91846;45705.1295292814;26;F;3.0
81795;45704.87429489215;25;F;3.0
54181;45704.37649586379;33;F;1.0
95783;45704.33817026304;41;M;1.0
57229;45704.28576926272;35;M;2.0
93356;45704.17828619622;27;M;2.0
53578;45703.31553278559;38;F;1.0
38230;45703.24337819429;23;F;3.0
29656;45703.24228896472;25;M;1.0
91278;45702.826454649534;34;M;1.0
52719;45700.91187219665;36;M;3.0
52064;45700.60502537877;31;F;2.0
8911;45700.3633683704;29;F;2.0
11407;45700.246656288;30;F;1.0
59971;45699.85685015983;30;M;2.0
76879;45699.39128376217;32;F;1.0
16016;45699.206290057424;27;F;3.0
77125;45698.554135933104;25;M;2.0
975;45698.35652795116;31;F;1.0
22092;45697.9332141848;36;M;1.0
51189;45697.73031205735;28;F;2.0
42789;45697.03104281337;26;M;1.0
91536;45696.72208707109;35;F;3.0
46469;45696.60554617515;29;F;1.0
64604;45696.23950820527;25;M;2.0
58653;45696.11713059362;27;F;1.0
82272;45694.943427811624;27;M;3.0
68751;45694.5151123016;30;M;3.0
86139;45694.47432791749;37;M;2.0
1580;45694.43709575158;28;M;1.0
30307;45693.934005630246;35;F;2.0
87639;45693.56567146352;27;M;2.0
9074;45693.153525255184;19;F;1.0
45297;45692.959829489766;40;M;1.0
93560;45692.91321753061;31;M;3.0
96928;45692.826092350166;34;M;2.0
27186;45692.70336897749;42;M;1.0
82700;45692.682715488125;40;M;2.0
23573;45692.4612529943;33;M;2.0
59352;45691.535528888126;35;F;0.0
24835;45691.05533822594;33;M;1.0
92806;45690.682509194536;42;M;2.0
17985;45690.4851780017;37;F;1.0
97823;45690.29547429109;26;F;2.0
48586;45690.17475272643;29;F;1.0
41129;45689.57597442709;20;M;1.0
48442;45689.43213624302;33;M;2.0
17531;45689.37558841661;28;M;2.0
90287;45689.1873673856;37;M;3.0
11012;45688.250355947624;29;M;3.0
99396;45687.897594498274;38;F;2.0
45060;45687.50757276536;36;M;2.0
53040;45687.4787741473;20;F;2.0
12679;45687.38719025857;35;M;1.0
11595;45687.29937817543;26;F;1.0
80619;45687.09941713453;19;M;3.0
18261;84107.01558289613;42;F;3.0
25072;45685.60924871518;25;F;1.0
13323;45685.37766662461;28;F;2.0
22090;45684.845654533034;41;M;2.0
75429;45684.276853651296;21;F;2.0
94456;45684.0681381452;38;F;2.0
93232;45683.40994345004;42;M;1.0
56179;45683.30352237141;31;F;2.0
85110;45683.036601827305;43;M;1.0
19527;45682.42004423894;36;F;1.0
34239;45682.20479463231;30;F;1.0
77480;45681.88275388654;38;M;1.0
17659;45681.788860408524;43;M;2.0
17123;45681.555762505704;25;F;1.0
73039;45681.50056605696;30;F;1.0
54177;45681.14326648038;25;F;3.0
63150;45681.07111312436;39;F;1.0
7843;45680.24369828634;35;M;2.0
9752;45680.23820554731;28;M;2.0
59948;45679.78420349989;18;F;1.0
40357;45679.74125368569;20;F;1.0
42926;45679.22624467292;35;M;2.0
93699;45679.178838841515;39;M;2.0
60964;45678.76438237705;36;M;1.0
98530;45678.53189507603;30;M;2.0
5002;45678.18797954486;28;F;1.0
40525;45678.184695648655;25;M;1.0
98310;45677.69574817029;28;M;1.0
86889;45677.209424169996;29;F;2.0
35465;45676.95231057736;28;M;2.0
38396;45676.80894011732;41;M;2.0
66086;45676.44287982379;27;M;3.0
92792;45675.997427242284;34;F;2.0
35916;45675.70462174407;29;M;1.0
10200;45675.586541184406;21;F;2.0
54651;45675.15003540418;31;M;2.0
49117;45675.00628880733;43;M;2.0
62173;45674.98773837119;28;F;0.0
49958;45674.95425806891;38;F;2.0
44943;45674.559987842455;34;F;2.0
50326;45674.378668965146;26;F;3.0
19206;45674.2914836621;42;M;2.0
66535;45674.23579078686;25;M;2.0
53478;45673.90609365971;32;M;3.0
68934;45673.732969754594;41;F;2.0
82413;45673.53133537655;33;M;1.0
96130;45673.376408340264;29;F;2.0
80214;45671.84592053431;36;M;2.0
18317;45671.84393429326;32;F;2.0
4336;45671.316673857174;35;F;3.0
2082;45671.25803254919;43;M;3.0
19672;45671.107188765396;40;M;3.0
83733;45670.880936482514;44;F;2.0
54712;45669.69086550628;29;F;2.0
56828;45669.232888228005;44;F;2.0
30860;45669.13097292;44;M;1.0
28555;45667.950551545626;30;M;1.0
13410;45667.86995719427;43;M;2.0
8553;45666.782912212155;23;F;1.0
8128;45666.760456951924;30;M;2.0
8797;45666.68165782388;39;F;1.0
50751;45666.54591279898;43;M;3.0
20796;45666.49486698507;40;F;1.0
67460;45665.941983766636;26;F;2.0
12922;45665.47600965893;32;M;2.0
31806;45665.05437115663;44;M;2.0
78943;45664.87984918192;31;M;1.0
91491;45663.52548901564;30;M;3.0
64192;45662.6706224605;20;F;1.0
29673;45662.1721073945;28;F;1.0
51986;45662.05216116396;36;M;2.0
1568;45661.892666915395;26;M;2.0
22511;45661.842950908926;28;F;1.0
75769;45661.26314855298;30;M;3.0
77353;45661.221095999805;37;M;2.0
82032;45660.58667366549;42;M;1.0
45881;45659.525536309506;32;F;3.0
28822;45658.9351555514;30;F;1.0
46381;45658.85558476024;43;F;2.0
12217;45658.67220157494;26;F;3.0
9909;45658.60435760977;39;F;1.0
23472;45658.58185398542;33;M;2.0
91288;45658.432325494665;30;F;2.0
97803;45657.94304853513;31;M;2.0
91360;45657.93113953482;34;M;1.0
64741;45657.504608968586;40;F;0.0
38343;45657.49545694306;38;F;2.0
63863;45657.293473323254;33;F;2.0
33618;45656.96271978046;29;M;2.0
3554;45656.87806326466;25;M;1.0
92198;45656.57106650685;27;M;2.0
6541;45656.178205899574;39;M;0.0
68336;45655.806658882735;32;M;2.0
10518;45655.70670055986;44;M;1.0
2899;45655.58527252244;40;F;1.0
37268;45655.379370283066;37;M;0.0
2969;45655.35524809089;26;M;1.0
50690;45655.30257904742;32;M;2.0
21095;45655.088672503414;31;F;2.0
95487;45655.01821285298;33;M;3.0
93436;45654.827591196285;25;F;2.0
19090;45653.563598459186;27;M;1.0
84459;45653.51166665251;28;F;2.0
8991;45653.14120310874;35;F;2.0
86227;45652.722438504265;32;F;2.0
64426;45652.494977934344;44;M;1.0
68316;45652.32092210199;39;M;1.0
60347;45652.275312210964;40;F;2.0
31947;45652.12912245168;23;M;2.0
24401;45651.973461636124;20;F;2.0
29298;45651.61320965135;29;M;1.0
30746;45651.40544618159;38;F;2.0
22368;45651.40356688813;19;M;3.0
93106;45651.16576558863;29;F;1.0
19215;45650.67408241849;42;M;0.0
45887;45650.642793534484;34;M;2.0
85205;45650.49388175423;30;M;3.0
4853;45650.29230789558;44;M;2.0
99659;45649.29284222519;31;M;1.0
65233;45649.120039119545;30;F;2.0
50739;45648.969345649646;40;M;1.0
71656;45648.80941520989;25;M;2.0
56220;45648.60528009492;34;M;3.0
61127;45648.255140307854;25;F;1.0
97614;45648.028523487475;28;M;2.0
78116;45647.24022137869;32;F;1.0
53782;45647.114032069294;43;F;1.0
67271;45646.64206508986;39;M;2.0
19588;45646.58701607132;44;M;3.0
20967;45646.024459899716;40;F;1.0
76503;45645.978263516;29;M;0.0
90007;45645.964354692194;30;F;1.0
43092;45645.62849906923;44;M;0.0
54077;45644.91668060079;20;F;2.0
52704;45644.18424906771;21;M;2.0
13322;45644.036890719355;22;F;3.0
80021;45643.44844043021;41;M;1.0
32997;45643.09336562586;36;M;1.0
44553;45641.92966970036;32;M;1.0
73745;45640.79989681682;28;F;2.0
97343;45640.66773781356;44;M;2.0
25588;45640.379882581285;36;F;1.0
84862;45640.11039024864;20;F;2.0
90546;45640.06833164638;36;F;2.0
11317;45639.93047873707;34;M;2.0
23535;45638.72911515943;43;F;1.0
97158;45638.669224983794;18;F;2.0
72303;45638.6637880202;33;M;2.0
53800;45638.464263349306;36;M;2.0
31909;45638.07412051089;25;M;0.0
39661;45638.064633117094;41;F;1.0
37510;45638.021564337665;26;M;3.0
13984;45637.857333315376;30;F;0.0
93431;45637.5514794895;29;M;2.0
50736;45637.354948185886;32;M;2.0
88901;45637.29974254383;35;M;2.0
36767;45636.688576434746;25;F;2.0
7117;45636.33206704341;28;M;1.0
6173;45636.16029130663;42;M;3.0
14599;45636.14070943068;24;F;1.0
26158;45635.8138454842;33;M;1.0
28100;45635.4407527999;30;M;2.0
52811;45635.328564310475;31;M;3.0
42634;45634.65017434426;27;M;3.0
27224;45634.55354585891;44;M;1.0
15109;45634.17457459638;28;F;2.0
90809;45634.03193483782;25;M;2.0
7978;45633.756175371454;32;M;2.0
35390;45633.61260119367;36;M;0.0
26859;45633.392264182934;35;F;0.0
41667;45633.11385691358;25;M;2.0
63462;45632.5353458068;27;F;2.0
99111;45632.32042143629;35;F;1.0
47371;45631.572304016096;35;F;2.0
72160;45631.230885381665;37;M;1.0
39412;45630.84787393469;29;F;1.0
7737;45630.72184211788;29;F;2.0
58767;45630.19265129187;26;F;1.0
31962;45629.63448114388;25;M;1.0
42774;45629.58851134383;18;F;
1508;45629.491654983765;33;F;1.0
10823;45629.21304676407;43;M;1.0
61784;45629.13522398104;32;F;2.0
58586;45628.41059271628;20;F;1.0
36492;45628.37165978465;39;M;3.0
72860;45627.64628581235;41;M;2.0
56723;45627.538910234995;44;F;2.0
23080;45626.8765367149;28;M;3.0
2038;45626.307340836596;34;F;2.0
54905;45626.1960063258;29;M;3.0
31017;45625.91921941121;31;F;0.0
68460;45625.674652747446;40;M;2.0
4907;45625.41600401934;44;F;1.0
96146;45625.300900290575;33;M;3.0
89265;45624.870105194896;41;M;1.0
81484;45624.523661814776;38;M;1.0
15290;45624.34885188347;30;M;1.0
71597;45623.72788910135;37;M;3.0
68234;45623.715361905575;20;M;1.0
3670;45623.21838458898;28;F;3.0
30204;45623.11989924715;35;F;3.0
37425;45623.109406253614;20;F;1.0
65580;45622.98171580139;31;F;1.0
60350;45622.964640506034;37;F;1.0
46066;45622.76638204292;40;F;1.0
72512;45621.878392070714;33;M;2.0
69449;45621.76691678339;40;F;3.0
78979;45621.73692814856;33;F;2.0
82293;45621.360437018346;34;F;1.0
33510;45621.30275056795;31;M;3.0
5397;45621.02624425353;35;F;3.0
27575;45620.6427444781;39;F;0.0
89586;45620.570118208576;23;M;1.0
33079;45620.29827605132;30;F;1.0
42164;45620.23563207986;41;M;1.0
66544;45619.954404395394;38;F;1.0
64934;45619.50120543154;26;F;2.0
52106;45618.97614205469;29;M;2.0
64410;45618.512644474285;31;M;1.0
28164;45618.20400156745;43;M;0.0
14513;45618.057497067355;42;M;2.0
4679;45617.83610296357;26;F;3.0
79260;45617.04747032391;41;M;2.0
8770;45616.941767652774;29;F;2.0
7611;45616.28927574378;20;F;2.0
75547;45616.18643019245;39;M;2.0
58019;45616.10240847677;42;F;2.0
77068;45615.83730881705;43;F;1.0
9697;45615.552717551414;36;M;3.0
81510;45615.53029819516;28;M;2.0
87003;45615.377840661284;31;M;3.0
58065;45615.338635337605;35;F;1.0
94227;45615.15790011873;42;F;2.0
52315;45615.06317142867;37;F;2.0
62833;45615.01301307873;32;M;2.0
65665;45614.63407130203;38;F;2.0
18194;45614.18506953893;25;F;1.0
80275;45613.73152860564;39;F;2.0
59109;45613.08177883276;29;F;2.0
23932;45613.007492428675;34;M;2.0
49232;45612.144019555686;27;M;1.0
83437;45612.11894546838;27;M;2.0
21102;45612.09251166257;39;F;2.0
55053;45611.80188915579;39;M;2.0
58798;45611.280103510086;24;F;2.0
37454;45611.058603379104;29;F;2.0
34480;45610.536575879094;39;M;1.0
65836;45610.267687669606;31;M;1.0
17980;45610.26518400926;27;M;1.0
84557;45609.6905196525;42;F;2.0
74634;45609.45628027368;35;M;1.0
52529;45609.1797441073;25;F;1.0
27315;45609.110674022544;38;F;1.0
50071;45609.095315520884;38;F;1.0
54470;45608.7593740647;40;M;2.0
35187;45608.15303117622;38;M;1.0
59891;45607.97296077973;28;M;2.0
98840;45607.812560767925;30;F;2.0
14291;45607.38317805926;29;F;1.0
45907;45607.17364584978;30;F;3.0
42105;45606.99751048672;26;F;1.0
58484;45606.72805770637;28;M;3.0
63010;45606.57380736082;42;M;2.0
80823;45606.27676062931;41;M;2.0
65307;45605.661308427174;27;F;2.0
73249;45605.483134172486;24;M;3.0
18533;45605.38481735541;37;M;2.0
49710;45605.20391740802;19;M;0.0
17528;45604.13700111468;27;F;2.0
70707;45602.80525260835;33;F;1.0
52051;45602.71921577264;37;F;3.0
86355;45602.498679986165;36;M;1.0
68884;45602.320080849524;33;M;2.0
72527;45602.19473854941;25;M;1.0
3314;45601.97952887177;44;M;2.0
6020;45601.05928913558;32;F;1.0
97181;45600.91268792804;41;M;1.0
36318;45600.766659530156;27;F;2.0
28515;45600.685561682774;29;M;1.0
14705;45600.511012352224;27;F;2.0
65299;45600.424851229465;41;M;1.0
20472;45600.05577517649;32;M;3.0
41399;45599.929185045505;32;M;1.0
50868;45599.77334245654;41;F;2.0
85334;45599.63275019847;27;M;3.0
77837;45599.181343678094;38;F;2.0
70608;45599.17713679667;35;M;2.0
39992;45599.173995288875;19;F;2.0
52421;45598.10339755706;32;F;2.0
84541;45598.054717539504;31;M;1.0
48467;45597.10266383548;26;F;2.0
91660;45597.061384828645;42;M;2.0
19982;45596.88093117775;32;F;1.0
46366;45596.12121889033;28;M;2.0
69197;45595.9317001866;35;M;1.0
99632;45595.81781212318;27;M;1.0
50122;45595.47976023341;31;F;1.0
82173;45595.34749054687;38;M;1.0
79536;45594.99047652265;27;M;1.0
50075;45594.97986327465;28;F;1.0
15488;45594.74687882849;36;M;3.0
54948;45594.57906961334;31;M;1.0
8499;45594.33257414098;33;M;2.0
4358;45594.06881020266;26;F;1.0
63004;45593.52243375432;22;F;2.0
96918;45593.44324335924;41;M;1.0
72696;45593.38876892364;21;M;1.0
15110;45593.258728223365;31;F;3.0
78978;45593.03494199074;38;M;1.0
13299;45592.61156689124;38;F;2.0
20066;45592.40007804677;21;F;1.0
87862;45592.21803665574;44;F;1.0
7538;45592.19292163634;38;M;2.0
4803;45592.022850756155;20;M;2.0
47685;45591.98391692438;41;M;2.0
59627;45590.90008631968;41;M;2.0
76948;45590.792578455534;34;F;1.0
18174;45590.724971671916;41;F;2.0
58513;45590.66793736505;24;M;1.0
5935;45590.662605735626;42;F;2.0
46300;45590.37333461764;31;F;0.0
30702;45589.97379535541;34;M;1.0
4582;45589.891113285616;38;F;2.0
413;45589.77563955805;24;M;2.0
98945;45589.24339903663;28;M;3.0
82344;45588.30626518236;44;M;2.0
49456;45588.28994247787;42;F;2.0
16826;45588.16981183867;25;F;2.0
36997;45587.8960348712;19;F;2.0
76614;45587.73556219272;22;M;1.0
54;45587.694064430674;25;F;2.0
67931;45587.56384234328;25;M;2.0
86269;45587.5263203391;41;F;2.0
32920;45587.33968768297;38;M;2.0
22769;45587.22849382364;33;F;3.0
66059;45587.11489848215;37;F;1.0
17368;45586.25215666358;38;F;0.0
84518;45586.09878138704;34;F;2.0
31340;45585.79363355178;38;F;1.0
75295;45585.65757359799;29;F;2.0
27536;45585.57061021152;28;F;1.0
16522;45584.61877996867;26;M;2.0
33834;45584.08909214657;39;F;2.0
97231;45583.97103074005;44;M;1.0
50398;45583.743082194596;32;M;2.0
70573;45582.98067041702;31;F;2.0
13532;45582.50781459759;31;M;1.0
77978;45582.23296027796;35;F;3.0
26337;45581.61539556146;43;M;2.0
45683;45581.36749749518;34;F;2.0
16052;45581.07910002311;27;F;3.0
97304;45580.65899272566;43;F;1.0
98900;45580.65182440847;42;F;2.0
59797;45580.63267030536;36;M;2.0
30318;45580.131576686355;43;F;2.0
80233;45579.94360833085;21;M;3.0
84486;45579.908578785245;34;M;2.0
32031;45579.87103710387;41;F;2.0
95320;45578.862881877074;33;F;2.0
77028;91985.66404182925;47;F;1.0
9370;45578.403336197225;28;M;1.0
26229;45577.73431301966;34;M;3.0
27428;45577.22564918923;30;M;2.0
1569;45576.118292724714;26;M;1.0
68918;45575.75577305326;38;F;1.0
83226;45575.22644127471;26;F;1.0
80420;45574.87247835404;36;F;1.0
97945;45573.781193643066;39;M;0.0
99393;45573.77026712596;36;M;1.0
85116;45573.63912968662;35;M;2.0
3239;45573.519210740356;33;F;1.0
12529;45573.46340295131;42;M;1.0
55996;45572.26581134611;29;M;1.0
72130;45572.141882074575;21;M;1.0
67480;45572.01078328225;26;M;1.0
40411;45571.60125020311;34;M;2.0
8833;45570.290984010804;37;M;2.0
61566;45569.818583577166;22;F;1.0
70727;45569.37972198592;29;M;2.0
50019;45569.32679988614;35;F;3.0
31233;45568.80764580482;32;M;2.0
77656;45568.58157620889;37;F;1.0
13726;45568.571219844234;26;F;2.0
86875;45568.55654311353;35;F;3.0
5383;45568.19689835551;27;M;0.0
95191;45567.94393311497;26;F;2.0
41256;45567.81765548135;33;F;3.0
91417;45567.608443765304;28;M;3.0
35002;45567.22514627068;26;F;1.0
34674;45567.178608037786;19;M;3.0
75367;45567.12959509529;19;F;2.0
29637;45567.123374051705;39;F;2.0
34171;45566.71413136026;27;M;2.0
34955;45566.619327035725;35;M;2.0
11235;70908.7431989734;48;F;2.0
26943;45565.85142026797;29;F;2.0
74685;45565.82412249397;18;M;2.0
86591;45565.08948878598;37;F;2.0
75728;45565.06399394916;43;M;2.0
77467;45565.01962731664;18;M;2.0
43642;45564.34336270415;29;M;2.0
17268;45563.756901797846;38;F;2.0
4550;45563.52090827495;44;F;2.0
5437;45562.810501232154;34;M;2.0
46287;45562.40978820479;39;M;2.0
50908;45562.25068486364;34;F;0.0
91610;45562.00675738629;37;M;2.0
34123;45561.280532884644;38;F;1.0
66609;45560.95740962348;33;F;2.0
24316;45560.826078272854;26;M;1.0
49772;45560.680095830794;43;F;2.0
21619;45560.54274084859;33;M;2.0
56614;45560.52769269157;30;F;3.0
72852;45559.79379145778;41;M;2.0
48664;45559.69034923567;40;F;3.0
7027;45559.55538961005;25;F;1.0
91993;45559.09013695112;29;M;2.0
70389;45558.22147373502;28;M;3.0
27805;45558.02999490302;39;M;1.0
44143;45557.87761364198;33;F;2.0
22176;45557.82490652418;42;F;2.0
61420;45557.51817570987;29;F;2.0
67122;45557.48441907346;39;F;1.0
33937;45557.439326966996;24;F;2.0
1546;45557.42069971895;36;M;0.0
28062;45557.37060229773;43;M;2.0
35936;45557.25533898329;30;M;0.0
61592;45556.90325195319;31;F;2.0
18215;45556.55595360022;36;F;1.0
88685;45556.38801338112;44;M;3.0
84446;45556.283252884925;44;M;2.0
49500;45556.26084338261;37;M;2.0
76432;45556.00554985077;42;F;1.0
75457;45555.59458398695;27;F;3.0
90218;45555.49737435354;26;M;0.0
62751;45555.32179779792;25;F;2.0
62995;45555.1903532768;30;F;1.0
83440;45554.65692572156;22;M;2.0
21580;45554.57879096047;22;F;2.0
99691;45554.22430783751;40;F;1.0
2577;45553.90715944428;37;F;0.0
15067;45553.71067169658;39;M;3.0
55817;45553.3006611597;35;M;1.0
83434;45553.00710464652;43;M;1.0
51669;45552.89288385009;40;F;1.0
75624;45552.63041430739;33;F;2.0
88536;45552.616732894945;25;M;1.0
20790;45552.596676876245;30;F;1.0
10572;45552.260846932564;31;F;1.0
85002;45552.08487669799;36;M;2.0
62962;45551.75745363334;25;F;2.0
53543;45551.559662045096;31;F;2.0
56025;45551.22389352668;26;M;1.0
11240;45551.1341107222;25;M;3.0
48959;45550.964250767865;44;F;2.0
810;45550.42228916973;28;M;1.0
99947;45550.33320460451;22;F;1.0
49223;45550.22200758411;30;F;1.0
47766;45549.354644091305;44;M;2.0
89682;45549.13503472044;27;M;2.0
62235;45548.65632769694;37;F;3.0
54796;45548.525511159394;36;F;1.0
43408;45548.3680517363;39;M;2.0
24975;45548.15933511366;29;F;2.0
67160;45548.047678399664;37;M;3.0
64374;45547.58865179702;31;M;2.0
20816;45547.513297040314;23;M;3.0
26245;45547.40377892788;26;F;1.0
